,year,runtime,tmdb_id,imdb_rating,imdb_votes,tmdb_rating,tmdb_vote_count,popularity
year,1.0,0.0699453961804161,0.6689188776837487,-0.24237245766107032,-0.0989757666206836,-0.116717698503763,-0.02921670573621515,0.13955814321681626
runtime,0.0699453961804161,1.0,0.009867585783727404,0.38158496283744514,0.41556265644606893,0.36997464600515134,0.35311475379338125,0.0265779581738992
tmdb_id,0.6689188776837487,0.009867585783727404,1.0,-0.20417388778796858,-0.28397287630214396,-0.03321569261302037,-0.28750298158041754,0.26436521993580214
imdb_rating,-0.24237245766107032,0.38158496283744514,-0.20417388778796858,1.0,0.630871560869821,0.9153714219305571,0.13567276779576923,-0.025039438607290933
imdb_votes,-0.0989757666206836,0.41556265644606893,-0.28397287630214396,0.630871560869821,1.0,0.5937236291256227,0.9147231911240314,0.0005047453182694501
tmdb_rating,-0.116717698503763,0.36997464600515134,-0.03321569261302037,0.9153714219305571,0.5937236291256227,1.0,0.5532818825300563,0.00560220838120307
tmdb_vote_count,-0.02921670573621515,0.35311475379338125,-0.28750298158041754,0.13567276779576923,0.9147231911240314,0.5532818825300563,1.0,-0.029951011343929655
popularity,0.13955814321681626,0.0265779581738992,0.26436521993580214,-0.025039438607290933,0.0005047453182694501,0.00560220838120307,-0.029951011343929655,1.0
